index,Tweet ID,Date Created,Tweet,Clean_tweet,Polarity,Subjectivity,Retweets,Favorites,Language,User ID,User Name,User Twitter Handle,Follower Count,Friend Count,Location,Verified
0,1451685703771885583,2021-10-22,"It was great to see Karenthia Barber, chair of the @BaltimoreDems, at last night's CNN town hall! Thankful for her strong leadership and tireless efforts to elect Democrats up and down the ballot. https://t.co/tfHKXRF2Nf",great Karenthia Barber chair last night town hall Thankful strong leadership tireless efforts elect Democrats down ballot tfHKXRF,0.37555555555555553,0.5477777777777777,1,18,en,4797361833,Tom Perez,TomPerez,235172,437,,True
1,1451641408184627214,2021-10-22,"Cooper loves her #TeamTom yard sign. Be like Cooper!

Visit https://t.co/NyOzDfnL8W to get yours and join our people-powered movement to create a better future for the next generation. https://t.co/EhlqytDF2j",Cooper loves #TeamTom yard sign like Cooper Visit NyOzDfnL yours join people powered movement create better future next generation EhlqytDF,0.16666666666666666,0.20833333333333334,7,38,en,4797361833,Tom Perez,TomPerez,235172,437,,True
2,1451370160321966082,2021-10-22,Always a pleasure to see @MayorBMScott! https://t.co/PiPgcFbofT,Always pleasure PiPgcFbofT,0.5719,0.0,2,22,en,4797361833,Tom Perez,TomPerez,235172,437,,True
3,1451365559036223492,2021-10-22,.@IATSE Local 19 did a great job putting together tonight’s town hall. https://t.co/8UGf9wspVg,Local great putting together tonight town hall wspVg,0.4,0.375,3,48,en,4797361833,Tom Perez,TomPerez,235172,437,,True
4,1451361790017871874,2021-10-22,The #BuildBackBetter agenda is a big deal. #BidenTownHall,#BuildBackBetter agenda deal #BidenTownHall,0.0,0.0,2,32,en,4797361833,Tom Perez,TomPerez,235172,437,,True
5,1451333959758098435,2021-10-21,Standing in solidarity with @CASAinAction as they push for immigration relief to be included in the reconciliation package. https://t.co/IlmHYoZLDT,Standing solidarity with they push immigration relief included reconciliation package IlmHYoZLDT,0.6486,0.0,8,39,en,4797361833,Tom Perez,TomPerez,235172,437,,True
6,1451329863667879939,2021-10-21,"Looking forward to @POTUS discussing how the #BuildBackBetter agenda will tackle the issues facing families in our community, our state, and our country.",Looking forward discussing #BuildBackBetter agenda will tackle issues facing families community state country,0.0,0.0,6,21,en,4797361833,Tom Perez,TomPerez,235172,437,,True
7,1451329860887007232,2021-10-21,"I'm excited to welcome @POTUS to Baltimore tonight for his @CNN town hall, and happy to be joined by @BaltCoExec and @1199SEIU_MDDC Vice President Taren Peterson for this special event. https://t.co/NSZIEY964d",excited welcome Baltimore tonight town hall happy joined Vice President Taren Peterson this special event NSZIEY,0.5830357142857143,0.8053571428571429,13,103,en,4797361833,Tom Perez,TomPerez,235172,437,,True
8,1451311936298172420,2021-10-21,"Latina women only make 57 cents on the dollar when compared to white men. On #LatinaEqualPayDay, we recommit ourselves to closing the pay gap and guaranteeing equal pay for equal work.",Latina women only make cents dollar when compared white #LatinaEqualPayDay recommit ourselves closing guaranteeing equal equal work,0.0,0.375,6,29,en,4797361833,Tom Perez,TomPerez,235172,437,,True
9,1451303496104435715,2021-10-21,"Attorney General Frosh has been on the side of Maryland’s children and families every step of the way, and although he will be greatly missed, I wish him all the best in this new chapter.",Attorney General Frosh been side Maryland children families every step although will greatly missed wish best this chapter,0.6166666666666667,0.5166666666666667,2,5,en,4797361833,Tom Perez,TomPerez,235172,437,,True
10,1451303494003175425,2021-10-21,"When Marylanders overwhelmingly elected him to serve as the chief law enforcement officer of our state, he championed progressive environmental reforms, protected our state’s most vulnerable, and fought hard against the abhorrent and inhumane policies of the Trump Administration.",When Marylanders overwhelmingly elected serve chief enforcement officer state championed progressive environmental reforms protected state most vulnerable fought hard against abhorrent inhumane policies Trump Administration,-0.23194444444444443,0.7069444444444445,2,5,en,4797361833,Tom Perez,TomPerez,235172,437,,True
11,1451303492639940624,2021-10-21,"As a Montgomery County native, he worked hard to create a stronger, more equitable community when he served in the Maryland House of Delegates and later in the Senate.",Montgomery County native worked hard create stronger more equitable community when served Maryland House Delegates later Senate,0.06944444444444443,0.34722222222222215,1,2,en,4797361833,Tom Perez,TomPerez,235172,437,,True
12,1451303491134238726,2021-10-21,"Attorney General @BrianFrosh has spent his entire career bending the arc towards justice, and our state and our country are better for it. https://t.co/sPYekNgYuL",Attorney General spent entire career bending towards justice state country better sPYekNgYuL,0.1125,0.43125,2,10,en,4797361833,Tom Perez,TomPerez,235172,437,,True
13,1450909436030107658,2021-10-20,"A little over a year ago, we were cheering you on at the vice presidential debate. I look forward to continuing to cheer you on as our nation’s Vice President. Happy Birthday, Madam @VP! https://t.co/LnwMGCncRt",little over year were cheering vice presidential debate look forward continuing cheer nation Vice President Happy Birthday Madam LnwMGCncRt,0.30625,0.75,14,102,en,4797361833,Tom Perez,TomPerez,235172,437,,True
